,visit_day,restaurant,shift_category,max_guests TW,capacity,full TW,max_guests LW,full LW,max_guests vs LW,max_guests vs LW %
162,2020-12-10,Issho Restaurant,LUNCH,0.0,58.0,0.0,0.0,0.0,0.0,0.0
163,2020-12-10,Issho Restaurant,DINNER,0.0,58.0,0.0,0.0,0.0,0.0,0.0
164,2020-12-10,Klosterhaus,LUNCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2020-12-10,Klosterhaus,DINNER,0.0,0.0,0.0,33.0,inf,-33.0,-1.0
166,2020-12-10,Launceston Place,LUNCH,9.0,46.0,0.1956521739130435,0.0,0.0,9.0,1.0
167,2020-12-10,Launceston Place,DINNER,25.0,46.0,0.5434782608695652,23.0,0.5,2.0,0.08695652173913038
168,2020-12-10,Madison Restaurant,LUNCH,0.0,183.0,0.0,0.0,0.0,0.0,0.0
169,2020-12-10,Madison Restaurant,DINNER,208.0,183.0,1.1366120218579234,92.0,0.5027322404371585,116.0,1.2608695652173911
170,2020-12-10,New Street Grill,LUNCH,47.0,70.0,0.6714285714285714,0.0,0.0,47.0,1.0
171,2020-12-10,New Street Grill,DINNER,60.0,70.0,0.8571428571428571,21.0,0.3,39.0,1.8571428571428572
172,2020-12-10,Orrery,LUNCH,66.0,66.0,1.0,0.0,0.0,66.0,1.0
173,2020-12-10,Orrery,DINNER,81.0,66.0,1.2272727272727273,80.0,1.2121212121212122,1.0,0.012499999999999956
174,2020-12-10,Paternoster Chophouse,LUNCH,37.0,56.0,0.6607142857142857,0.0,0.0,37.0,1.0
175,2020-12-10,Paternoster Chophouse,DINNER,78.0,56.0,1.3928571428571428,41.0,0.7321428571428571,37.0,0.9024390243902438
176,2020-12-10,Plateau,LUNCH,19.0,82.0,0.23170731707317074,0.0,0.0,19.0,1.0
177,2020-12-10,Plateau,DINNER,26.0,82.0,0.3170731707317073,11.0,0.13414634146341464,15.0,1.3636363636363638
178,2020-12-10,Pont de la Tour,LUNCH,58.0,54.0,1.0740740740740742,0.0,0.0,58.0,1.0
179,2020-12-10,Pont de la Tour,DINNER,113.0,54.0,2.0925925925925926,95.0,1.7592592592592593,18.0,0.18947368421052624
180,2020-12-10,Quaglino’s Restaurant,LUNCH,60.0,190.0,0.3157894736842105,0.0,0.0,60.0,1.0
181,2020-12-10,Quaglino’s Restaurant,DINNER,197.0,190.0,1.0368421052631578,150.0,0.7894736842105263,47.0,0.31333333333333324
182,2020-12-10,Radici,LUNCH,6.0,66.0,0.09090909090909091,0.0,0.0,6.0,1.0
183,2020-12-10,Radici,DINNER,24.0,66.0,0.36363636363636365,0.0,0.0,24.0,1.0
184,2020-12-10,Sartoria,LUNCH,25.0,90.0,0.2777777777777778,0.0,0.0,25.0,1.0
185,2020-12-10,Sartoria,DINNER,25.0,90.0,0.2777777777777778,2.0,0.022222222222222223,23.0,11.5
186,2020-12-10,Skylon Restaurant,LUNCH,38.0,126.0,0.30158730158730157,0.0,0.0,38.0,1.0
187,2020-12-10,Skylon Restaurant,DINNER,58.0,126.0,0.4603174603174603,0.0,0.0,58.0,1.0
188,2020-12-10,South Place Chop House,LUNCH,38.0,56.0,0.6785714285714286,0.0,0.0,38.0,1.0
189,2020-12-10,South Place Chop House,DINNER,12.0,56.0,0.21428571428571427,26.0,0.4642857142857143,-14.0,-0.5384615384615384
