,visit_day,restaurant,shift_category,max_guests
0,2020-12-02,Bluebird Chelsea Café,LUNCH,3.0
1,2020-12-02,Grand Café & Restaurant,DINNER,3.0
2,2020-12-02,Issho Restaurant,DINNER,2.0
3,2020-12-02,Issho Restaurant,LUNCH,2.0
4,2020-12-02,Skylon Restaurant,LUNCH,2.0
5,2020-12-02,South Place Chop House,LUNCH,2.0
6,2020-12-03,Cantina del Ponte,DINNER,5.0
7,2020-12-03,Old Bengal Bar,LUNCH,14.0
8,2020-12-04,Bluebird Chelsea PDR,LUNCH,12.0
9,2020-12-04,Cantina del Ponte,DINNER,30.0
10,2020-12-04,Radici,LUNCH,2.0
11,2020-12-04,South Place Chop House,DINNER,2.0
12,2020-12-04,South Place Chop House,LUNCH,2.0
13,2020-12-05,14 Hills,DINNER,2.0
14,2020-12-05,Bluebird Chelsea PDR,LUNCH,15.0
15,2020-12-05,Blueprint Café,DINNER,100.0
16,2020-12-05,Cantina del Ponte,DINNER,2.0
17,2020-12-05,Klosterhaus,DINNER,5.0
18,2020-12-05,Klosterhaus,LUNCH,7.0
19,2020-12-05,Old Bengal Bar,LUNCH,6.0
20,2020-12-05,Radici,LUNCH,11.0
21,2020-12-05,South Place Chop House,DINNER,14.0
22,2020-12-05,South Place Chop House,LUNCH,2.0
23,2020-12-06,Quaglino’s Restaurant,LUNCH,4.0
24,2020-12-07,Angelica,LUNCH,2.0
25,2020-12-07,Plateau Restaurant,DINNER,2.0
26,2020-12-07,Sartoria,DINNER,4.0
27,2020-12-07,South Place Chop House,DINNER,3.0
28,2020-12-08,100 Wardour St. Restaurant & Club,DINNER,2.0
29,2020-12-08,100 Wardour St. Restaurant & Club,LUNCH,4.0
30,2020-12-08,14 Hills,DINNER,52.0
31,2020-12-08,14 Hills,LUNCH,53.0
32,2020-12-08,Angler Restaurant,DINNER,12.0
33,2020-12-08,Aster Cafe,DINNER,14.0
34,2020-12-08,Aster Cafe,LUNCH,6.0
35,2020-12-08,Aster Restaurant,DINNER,14.0
36,2020-12-08,Aster Restaurant,LUNCH,11.0
37,2020-12-08,Avenue,DINNER,4.0
38,2020-12-08,Avenue,LUNCH,10.0
39,2020-12-08,Bluebird Chelsea Café,DINNER,15.0
40,2020-12-08,Bluebird Chelsea Café,LUNCH,10.0
41,2020-12-08,Bluebird Chelsea Restaurant,DINNER,74.0
42,2020-12-08,Bluebird Chelsea Restaurant,LUNCH,34.0
43,2020-12-08,Bluebird White City,DINNER,22.0
44,2020-12-08,Butlers Wharf Chophouse Restaurant,DINNER,34.0
45,2020-12-08,Butlers Wharf Chophouse Restaurant,LUNCH,12.0
46,2020-12-08,Cantina del Ponte,DINNER,42.0
47,2020-12-08,Cantina del Ponte,LUNCH,8.0
48,2020-12-08,Coq d'Argent Grill,DINNER,69.0
49,2020-12-08,Coq d'Argent Grill,LUNCH,51.0
50,2020-12-08,Coq d'Argent Restaurant,DINNER,58.0
51,2020-12-08,Coq d'Argent Restaurant,LUNCH,53.0
52,2020-12-08,Fish Market,DINNER,8.0
53,2020-12-08,Fish Market,LUNCH,2.0
54,2020-12-08,Fiume,DINNER,40.0
55,2020-12-08,Grand Café & Restaurant,DINNER,191.0
56,2020-12-08,Grand Café & Restaurant,LUNCH,131.0
57,2020-12-08,Madison Restaurant,DINNER,124.0
58,2020-12-08,New Street Grill,DINNER,12.0
59,2020-12-08,New Street Grill,LUNCH,2.0
60,2020-12-08,Orrery,DINNER,24.0
61,2020-12-08,Orrery,LUNCH,57.0
62,2020-12-08,Paternoster Chophouse,DINNER,38.0
63,2020-12-08,Paternoster Chophouse,LUNCH,15.0
64,2020-12-08,Plateau Restaurant,DINNER,13.0
65,2020-12-08,Plateau Restaurant,LUNCH,12.0
66,2020-12-08,Plateau Terrace,DINNER,8.0
67,2020-12-08,Pont de la Tour Bar & Grill,DINNER,10.0
68,2020-12-08,Pont de la Tour Restaurant,DINNER,66.0
69,2020-12-08,Pont de la Tour Restaurant,LUNCH,45.0
70,2020-12-08,Quaglino's Bar,DINNER,2.0
71,2020-12-08,Quaglino’s Restaurant,DINNER,85.0
72,2020-12-08,Radici,DINNER,41.0
73,2020-12-08,Radici,LUNCH,2.0
74,2020-12-08,Sartoria,DINNER,11.0
75,2020-12-08,Sartoria,LUNCH,22.0
76,2020-12-08,South Place Chop House,DINNER,7.0
77,2020-12-08,South Place Chop House,LUNCH,18.0
78,2020-12-08,The Modern Pantry,LUNCH,7.0
79,2020-12-08,The Secret Garden,DINNER,10.0
80,2020-12-09,100 Wardour Lounge Bar,LUNCH,6.0
81,2020-12-09,100 Wardour St. Restaurant & Club,DINNER,14.0
82,2020-12-09,100 Wardour St. Restaurant & Club,LUNCH,8.0
83,2020-12-09,100 Wardour Street Bar & Lounge,DINNER,28.0
84,2020-12-09,100 Wardour Street Bar & Lounge,LUNCH,10.0
85,2020-12-09,14 Hills,DINNER,113.0
86,2020-12-09,14 Hills,LUNCH,53.0
87,2020-12-09,Angler Restaurant,DINNER,22.0
88,2020-12-09,Aster Cafe,DINNER,13.0
89,2020-12-09,Aster Cafe,LUNCH,4.0
90,2020-12-09,Aster Restaurant,DINNER,11.0
91,2020-12-09,Aster Restaurant,LUNCH,2.0
92,2020-12-09,Avenue,LUNCH,10.0
93,2020-12-09,Bluebird Chelsea Café,DINNER,19.0
94,2020-12-09,Bluebird Chelsea Café,LUNCH,14.0
95,2020-12-09,Bluebird Chelsea Restaurant,DINNER,67.0
96,2020-12-09,Bluebird Chelsea Restaurant,LUNCH,55.0
97,2020-12-09,Bluebird White City,DINNER,7.0
98,2020-12-09,Bluebird White City,LUNCH,10.0
99,2020-12-09,Butlers Wharf Chophouse Restaurant,DINNER,56.0
100,2020-12-09,Butlers Wharf Chophouse Restaurant,LUNCH,46.0
101,2020-12-09,Cantina del Ponte,DINNER,30.0
102,2020-12-09,Cantina del Ponte,LUNCH,25.0
103,2020-12-09,Coq d'Argent Grill,DINNER,86.0
104,2020-12-09,Coq d'Argent Grill,LUNCH,58.0
105,2020-12-09,Coq d'Argent Restaurant,DINNER,58.0
106,2020-12-09,Coq d'Argent Restaurant,LUNCH,64.0
107,2020-12-09,Fish Market,DINNER,14.0
108,2020-12-09,Fish Market,LUNCH,10.0
109,2020-12-09,Fiume,DINNER,35.0
110,2020-12-09,Fiume,LUNCH,4.0
111,2020-12-09,Grand Café & Restaurant,DINNER,250.0
112,2020-12-09,Grand Café & Restaurant,LUNCH,256.0
113,2020-12-09,Launceston Place,DINNER,22.0
114,2020-12-09,Launceston Place,LUNCH,9.0
115,2020-12-09,Madison Restaurant,DINNER,144.0
116,2020-12-09,New Street Grill,DINNER,25.0
117,2020-12-09,New Street Grill,LUNCH,12.0
118,2020-12-09,Old Bengal Bar,LUNCH,6.0
119,2020-12-09,Orrery,DINNER,63.0
120,2020-12-09,Orrery,LUNCH,56.0
121,2020-12-09,Paternoster Chophouse,DINNER,31.0
122,2020-12-09,Paternoster Chophouse,LUNCH,29.0
123,2020-12-09,Plateau Restaurant,DINNER,15.0
124,2020-12-09,Plateau Restaurant,LUNCH,6.0
125,2020-12-09,Pont de la Tour Bar & Grill,DINNER,17.0
126,2020-12-09,Pont de la Tour Bar & Grill,LUNCH,4.0
127,2020-12-09,Pont de la Tour Restaurant,DINNER,96.0
128,2020-12-09,Pont de la Tour Restaurant,LUNCH,50.0
129,2020-12-09,Quaglino's Bar,DINNER,4.0
130,2020-12-09,Quaglino's Bar,LUNCH,4.0
131,2020-12-09,Quaglino's PDR,LUNCH,13.0
132,2020-12-09,Quaglino’s Restaurant,DINNER,74.0
133,2020-12-09,Quaglino’s Restaurant,LUNCH,27.0
134,2020-12-09,Radici,DINNER,28.0
135,2020-12-09,Radici,LUNCH,2.0
136,2020-12-09,Sartoria,DINNER,32.0
137,2020-12-09,Sartoria,LUNCH,32.0
138,2020-12-09,South Place Chop House,DINNER,8.0
139,2020-12-09,South Place Chop House,LUNCH,13.0
140,2020-12-09,The Modern Pantry,DINNER,5.0
141,2020-12-09,The Modern Pantry,LUNCH,11.0
142,2020-12-09,The Secret Garden,DINNER,9.0
143,2020-12-10,100 Wardour Lounge Bar,LUNCH,5.0
144,2020-12-10,100 Wardour St. Restaurant & Club,DINNER,71.0
145,2020-12-10,100 Wardour St. Restaurant & Club,LUNCH,35.0
146,2020-12-10,100 Wardour Street Bar & Lounge,DINNER,29.0
147,2020-12-10,100 Wardour Street Bar & Lounge,LUNCH,6.0
148,2020-12-10,14 Hills,DINNER,124.0
149,2020-12-10,14 Hills,LUNCH,106.0
150,2020-12-10,Angler Restaurant,DINNER,32.0
151,2020-12-10,Angler Restaurant,LUNCH,34.0
152,2020-12-10,Aster Cafe,DINNER,14.0
153,2020-12-10,Aster Cafe,LUNCH,11.0
154,2020-12-10,Aster Restaurant,DINNER,13.0
155,2020-12-10,Aster Restaurant,LUNCH,10.0
156,2020-12-10,Avenue,DINNER,5.0
157,2020-12-10,Avenue,LUNCH,20.0
158,2020-12-10,Bluebird Chelsea Café,DINNER,35.0
159,2020-12-10,Bluebird Chelsea Café,LUNCH,12.0
160,2020-12-10,Bluebird Chelsea PDR,LUNCH,8.0
161,2020-12-10,Bluebird Chelsea Restaurant,DINNER,142.0
162,2020-12-10,Bluebird Chelsea Restaurant,LUNCH,47.0
163,2020-12-10,Bluebird White City,DINNER,29.0
164,2020-12-10,Butlers Wharf Chophouse Restaurant,DINNER,97.0
165,2020-12-10,Butlers Wharf Chophouse Restaurant,LUNCH,69.0
166,2020-12-10,Cantina del Ponte,DINNER,53.0
167,2020-12-10,Cantina del Ponte,LUNCH,8.0
168,2020-12-10,Coq d'Argent Grill,DINNER,75.0
169,2020-12-10,Coq d'Argent Grill,LUNCH,89.0
170,2020-12-10,Coq d'Argent Restaurant,DINNER,62.0
171,2020-12-10,Coq d'Argent Restaurant,LUNCH,82.0
172,2020-12-10,Fish Market,DINNER,15.0
173,2020-12-10,Fish Market,LUNCH,9.0
174,2020-12-10,Fiume,DINNER,53.0
175,2020-12-10,Fiume,LUNCH,9.0
176,2020-12-10,Grand Café & Restaurant,DINNER,265.0
177,2020-12-10,Grand Café & Restaurant,LUNCH,253.0
178,2020-12-10,Launceston Place,DINNER,25.0
179,2020-12-10,Launceston Place,LUNCH,9.0
180,2020-12-10,Madison Restaurant,DINNER,208.0
181,2020-12-10,New Street Grill,DINNER,60.0
182,2020-12-10,New Street Grill,LUNCH,47.0
183,2020-12-10,Old Bengal Bar,LUNCH,6.0
184,2020-12-10,Orrery,DINNER,81.0
185,2020-12-10,Orrery,LUNCH,66.0
186,2020-12-10,Paternoster Chophouse,DINNER,78.0
187,2020-12-10,Paternoster Chophouse,LUNCH,37.0
188,2020-12-10,Plateau Restaurant,DINNER,12.0
189,2020-12-10,Plateau Restaurant,LUNCH,10.0
190,2020-12-10,Plateau Terrace,DINNER,14.0
191,2020-12-10,Plateau Terrace,LUNCH,9.0
192,2020-12-10,Pont de la Tour Bar & Grill,DINNER,26.0
193,2020-12-10,Pont de la Tour Bar & Grill,LUNCH,5.0
194,2020-12-10,Pont de la Tour Restaurant,DINNER,87.0
195,2020-12-10,Pont de la Tour Restaurant,LUNCH,53.0
196,2020-12-10,Quaglino's Bar,DINNER,75.0
197,2020-12-10,Quaglino's Bar,LUNCH,12.0
198,2020-12-10,Quaglino's PDR,DINNER,20.0
199,2020-12-10,Quaglino's PDR,LUNCH,11.0
200,2020-12-10,Quaglino’s Restaurant,DINNER,197.0
201,2020-12-10,Quaglino’s Restaurant,LUNCH,60.0
202,2020-12-10,Radici,DINNER,24.0
203,2020-12-10,Radici,LUNCH,6.0
204,2020-12-10,Sartoria,DINNER,25.0
205,2020-12-10,Sartoria,LUNCH,25.0
206,2020-12-10,Skylon Restaurant,DINNER,58.0
207,2020-12-10,Skylon Restaurant,LUNCH,38.0
208,2020-12-10,South Place Chop House,DINNER,12.0
209,2020-12-10,South Place Chop House,LUNCH,38.0
210,2020-12-10,The Modern Pantry,DINNER,12.0
211,2020-12-10,The Modern Pantry,LUNCH,8.0
212,2020-12-10,The Secret Garden,DINNER,39.0
213,2020-12-11,100 Wardour Lounge Bar,LUNCH,51.0
214,2020-12-11,100 Wardour St Club Bar,LUNCH,70.0
215,2020-12-11,100 Wardour St. Restaurant & Club,DINNER,176.0
216,2020-12-11,100 Wardour St. Restaurant & Club,LUNCH,6.0
217,2020-12-11,100 Wardour Street Bar & Lounge,DINNER,73.0
218,2020-12-11,100 Wardour Street Bar & Lounge,LUNCH,4.0
219,2020-12-11,14 Hills,DINNER,159.0
220,2020-12-11,14 Hills,LUNCH,117.0
221,2020-12-11,Angler Restaurant,DINNER,55.0
222,2020-12-11,Angler Restaurant,LUNCH,38.0
223,2020-12-11,Aster Cafe,DINNER,26.0
224,2020-12-11,Aster Restaurant,DINNER,20.0
225,2020-12-11,Aster Restaurant,LUNCH,2.0
226,2020-12-11,Avenue,DINNER,35.0
227,2020-12-11,Avenue,LUNCH,8.0
228,2020-12-11,Bluebird Chelsea Café,DINNER,31.0
229,2020-12-11,Bluebird Chelsea Café,LUNCH,19.0
230,2020-12-11,Bluebird Chelsea Restaurant,DINNER,183.0
231,2020-12-11,Bluebird Chelsea Restaurant,LUNCH,99.0
232,2020-12-11,Bluebird White City,DINNER,8.0
233,2020-12-11,Butlers Wharf Chophouse Restaurant,DINNER,84.0
234,2020-12-11,Butlers Wharf Chophouse Restaurant,LUNCH,74.0
235,2020-12-11,Cantina del Ponte,DINNER,83.0
236,2020-12-11,Cantina del Ponte,LUNCH,39.0
237,2020-12-11,Coq d'Argent Grill,DINNER,99.0
238,2020-12-11,Coq d'Argent Grill,LUNCH,110.0
239,2020-12-11,Coq d'Argent Restaurant,DINNER,95.0
240,2020-12-11,Coq d'Argent Restaurant,LUNCH,70.0
241,2020-12-11,Fish Market,DINNER,22.0
242,2020-12-11,Fiume,DINNER,91.0
243,2020-12-11,Fiume,LUNCH,31.0
244,2020-12-11,Grand Café & Restaurant,DINNER,305.0
245,2020-12-11,Grand Café & Restaurant,LUNCH,275.0
246,2020-12-11,Issho Bar,LUNCH,2.0
247,2020-12-11,Launceston Place,DINNER,42.0
248,2020-12-11,Launceston Place,LUNCH,17.0
249,2020-12-11,Madison Restaurant,DINNER,323.0
250,2020-12-11,New Street Grill,DINNER,30.0
251,2020-12-11,New Street Grill,LUNCH,56.0
252,2020-12-11,Old Bengal Bar,LUNCH,35.0
253,2020-12-11,Orrery,DINNER,113.0
254,2020-12-11,Orrery,LUNCH,87.0
255,2020-12-11,Paternoster Chophouse,DINNER,65.0
256,2020-12-11,Paternoster Chophouse,LUNCH,28.0
257,2020-12-11,Plateau Restaurant,DINNER,38.0
258,2020-12-11,Plateau Restaurant,LUNCH,7.0
259,2020-12-11,Plateau Terrace,DINNER,39.0
260,2020-12-11,Plateau Terrace,LUNCH,8.0
261,2020-12-11,Pont de la Tour Bar & Grill,DINNER,12.0
262,2020-12-11,Pont de la Tour Bar & Grill,LUNCH,23.0
263,2020-12-11,Pont de la Tour Restaurant,DINNER,101.0
264,2020-12-11,Pont de la Tour Restaurant,LUNCH,72.0
265,2020-12-11,Quaglino's Bar,DINNER,104.0
266,2020-12-11,Quaglino's Bar,LUNCH,37.0
267,2020-12-11,Quaglino’s Restaurant,DINNER,334.0
268,2020-12-11,Quaglino’s Restaurant,LUNCH,94.0
269,2020-12-11,Radici,DINNER,47.0
270,2020-12-11,Radici,LUNCH,4.0
271,2020-12-11,Sartoria,DINNER,55.0
272,2020-12-11,Sartoria,LUNCH,35.0
273,2020-12-11,Skylon Restaurant,DINNER,60.0
274,2020-12-11,Skylon Restaurant,LUNCH,53.0
275,2020-12-11,South Place Chop House,DINNER,2.0
276,2020-12-11,South Place Chop House,LUNCH,53.0
277,2020-12-11,The Modern Pantry,DINNER,31.0
278,2020-12-11,The Modern Pantry,LUNCH,15.0
279,2020-12-11,The Secret Garden,DINNER,23.0
280,2020-12-12,100 Wardour Lounge Bar,LUNCH,16.0
281,2020-12-12,100 Wardour St Club Bar,LUNCH,6.0
282,2020-12-12,100 Wardour St. Restaurant & Club,DINNER,191.0
283,2020-12-12,100 Wardour St. Restaurant & Club,LUNCH,276.0
284,2020-12-12,100 Wardour Street Bar & Lounge,DINNER,83.0
285,2020-12-12,100 Wardour Street Bar & Lounge,LUNCH,145.0
286,2020-12-12,14 Hills,DINNER,158.0
287,2020-12-12,14 Hills,LUNCH,185.0
288,2020-12-12,Angler Restaurant,DINNER,63.0
289,2020-12-12,Angler Restaurant,LUNCH,27.0
290,2020-12-12,Aster Cafe,DINNER,36.0
291,2020-12-12,Aster Cafe,LUNCH,10.0
292,2020-12-12,Aster Restaurant,DINNER,22.0
293,2020-12-12,Aster Restaurant,LUNCH,45.0
294,2020-12-12,Avenue,DINNER,30.0
295,2020-12-12,Avenue,LUNCH,92.0
296,2020-12-12,Bluebird Chelsea Café,LUNCH,52.0
297,2020-12-12,Bluebird Chelsea PDR,LUNCH,61.0
298,2020-12-12,Bluebird Chelsea Restaurant,DINNER,211.0
299,2020-12-12,Bluebird Chelsea Restaurant,LUNCH,154.0
300,2020-12-12,Bluebird White City,DINNER,10.0
301,2020-12-12,Bluebird White City,LUNCH,16.0
302,2020-12-12,Butlers Wharf Chophouse Restaurant,DINNER,94.0
303,2020-12-12,Butlers Wharf Chophouse Restaurant,LUNCH,83.0
304,2020-12-12,Cantina del Ponte,DINNER,95.0
305,2020-12-12,Cantina del Ponte,LUNCH,51.0
306,2020-12-12,Coq d'Argent Grill,DINNER,87.0
307,2020-12-12,Coq d'Argent Grill,LUNCH,108.0
308,2020-12-12,Coq d'Argent Restaurant,DINNER,74.0
309,2020-12-12,Coq d'Argent Restaurant,LUNCH,79.0
310,2020-12-12,Fish Market,DINNER,2.0
311,2020-12-12,Fish Market,LUNCH,13.0
312,2020-12-12,Fiume,DINNER,97.0
313,2020-12-12,Fiume,LUNCH,27.0
314,2020-12-12,Grand Café & Restaurant,DINNER,356.0
315,2020-12-12,Grand Café & Restaurant,LUNCH,345.0
316,2020-12-12,Launceston Place,DINNER,37.0
317,2020-12-12,Launceston Place,LUNCH,18.0
318,2020-12-12,Madison Restaurant,LUNCH,387.0
319,2020-12-12,New Street Grill,DINNER,59.0
320,2020-12-12,New Street Grill,LUNCH,77.0
321,2020-12-12,Old Bengal Bar,LUNCH,4.0
322,2020-12-12,Orrery,DINNER,104.0
323,2020-12-12,Orrery,LUNCH,99.0
324,2020-12-12,Paternoster Chophouse,DINNER,129.0
325,2020-12-12,Paternoster Chophouse,LUNCH,24.0
326,2020-12-12,Plateau Restaurant,DINNER,64.0
327,2020-12-12,Plateau Restaurant,LUNCH,47.0
328,2020-12-12,Plateau Terrace,DINNER,49.0
329,2020-12-12,Plateau Terrace,LUNCH,78.0
330,2020-12-12,Pont de la Tour Bar & Grill,DINNER,22.0
331,2020-12-12,Pont de la Tour Bar & Grill,LUNCH,18.0
332,2020-12-12,Pont de la Tour Restaurant,DINNER,114.0
333,2020-12-12,Pont de la Tour Restaurant,LUNCH,88.0
334,2020-12-12,Quaglino's Bar,DINNER,67.0
335,2020-12-12,Quaglino's Bar,LUNCH,103.0
336,2020-12-12,Quaglino’s Restaurant,DINNER,357.0
337,2020-12-12,Quaglino’s Restaurant,LUNCH,293.0
338,2020-12-12,Radici,DINNER,26.0
339,2020-12-12,Radici,LUNCH,34.0
340,2020-12-12,Sartoria,DINNER,51.0
341,2020-12-12,Sartoria,LUNCH,35.0
342,2020-12-12,Skylon Restaurant,DINNER,106.0
343,2020-12-12,Skylon Restaurant,LUNCH,150.0
344,2020-12-12,South Place Chop House,DINNER,6.0
345,2020-12-12,South Place Chop House,LUNCH,48.0
346,2020-12-12,The Modern Pantry,DINNER,25.0
347,2020-12-12,The Modern Pantry,LUNCH,58.0
348,2020-12-12,The Secret Garden,DINNER,11.0
349,2020-12-12,The Secret Garden,LUNCH,42.0
350,2020-12-13,100 Wardour St. Restaurant & Club,LUNCH,213.0
351,2020-12-13,14 Hills,DINNER,92.0
352,2020-12-13,14 Hills,LUNCH,141.0
353,2020-12-13,Angler Restaurant,LUNCH,8.0
354,2020-12-13,Aster Cafe,LUNCH,37.0
355,2020-12-13,Aster Restaurant,LUNCH,32.0
356,2020-12-13,Avenue,LUNCH,31.0
357,2020-12-13,Bluebird Chelsea Café,LUNCH,14.0
358,2020-12-13,Bluebird Chelsea Restaurant,DINNER,54.0
359,2020-12-13,Bluebird Chelsea Restaurant,LUNCH,146.0
360,2020-12-13,Bluebird White City,LUNCH,10.0
361,2020-12-13,Butlers Wharf Chophouse Restaurant,LUNCH,101.0
362,2020-12-13,Cantina del Ponte,LUNCH,28.0
363,2020-12-13,Coq d'Argent Grill,LUNCH,76.0
364,2020-12-13,Coq d'Argent Restaurant,LUNCH,32.0
365,2020-12-13,Fiume,LUNCH,41.0
366,2020-12-13,Grand Café & Restaurant,DINNER,107.0
367,2020-12-13,Grand Café & Restaurant,LUNCH,261.0
368,2020-12-13,Launceston Place,DINNER,14.0
369,2020-12-13,Launceston Place,LUNCH,14.0
370,2020-12-13,Madison Restaurant,LUNCH,257.0
371,2020-12-13,New Street Grill,LUNCH,25.0
372,2020-12-13,Orrery,LUNCH,76.0
373,2020-12-13,Paternoster Chophouse,LUNCH,33.0
374,2020-12-13,Plateau Restaurant,LUNCH,23.0
375,2020-12-13,Plateau Terrace,LUNCH,38.0
376,2020-12-13,Pont de la Tour Bar & Grill,LUNCH,21.0
377,2020-12-13,Pont de la Tour Restaurant,LUNCH,87.0
378,2020-12-13,Quaglino's Bar,LUNCH,18.0
379,2020-12-13,Quaglino’s Restaurant,LUNCH,362.0
380,2020-12-13,Radici,LUNCH,35.0
381,2020-12-13,Skylon Restaurant,DINNER,14.0
382,2020-12-13,Skylon Restaurant,LUNCH,49.0
383,2020-12-13,South Place Chop House,DINNER,8.0
384,2020-12-13,South Place Chop House,LUNCH,22.0
385,2020-12-13,The Modern Pantry,LUNCH,46.0
386,2020-12-13,The Secret Garden,LUNCH,21.0
387,2020-12-14,100 Wardour St. Restaurant & Club,DINNER,5.0
388,2020-12-14,100 Wardour Street Bar & Lounge,LUNCH,6.0
389,2020-12-14,14 Hills,DINNER,43.0
390,2020-12-14,14 Hills,LUNCH,35.0
391,2020-12-14,Aster Cafe,LUNCH,4.0
392,2020-12-14,Aster Restaurant,DINNER,9.0
393,2020-12-14,Aster Restaurant,LUNCH,6.0
394,2020-12-14,Bluebird Chelsea Café,DINNER,10.0
395,2020-12-14,Bluebird Chelsea Café,LUNCH,7.0
396,2020-12-14,Bluebird Chelsea Restaurant,DINNER,11.0
397,2020-12-14,Bluebird Chelsea Restaurant,LUNCH,15.0
398,2020-12-14,Bluebird White City,DINNER,9.0
399,2020-12-14,Coq d'Argent Grill,DINNER,61.0
400,2020-12-14,Coq d'Argent Grill,LUNCH,66.0
401,2020-12-14,Coq d'Argent Restaurant,DINNER,22.0
402,2020-12-14,Coq d'Argent Restaurant,LUNCH,43.0
403,2020-12-14,Grand Café & Restaurant,DINNER,117.0
404,2020-12-14,Grand Café & Restaurant,LUNCH,60.0
405,2020-12-14,Madison Restaurant,DINNER,86.0
406,2020-12-14,New Street Grill,DINNER,6.0
407,2020-12-14,New Street Grill,LUNCH,2.0
408,2020-12-14,Orrery,DINNER,20.0
409,2020-12-14,Orrery,LUNCH,32.0
410,2020-12-14,Paternoster Chophouse,DINNER,12.0
411,2020-12-14,Paternoster Chophouse,LUNCH,12.0
412,2020-12-14,Plateau Restaurant,DINNER,4.0
413,2020-12-14,Plateau Terrace,DINNER,19.0
414,2020-12-14,Plateau Terrace,LUNCH,2.0
415,2020-12-14,Pont de la Tour Restaurant,DINNER,4.0
416,2020-12-14,Quaglino’s Restaurant,DINNER,24.0
417,2020-12-14,Quaglino’s Restaurant,LUNCH,22.0
418,2020-12-14,Sartoria,LUNCH,20.0
419,2020-12-14,Skylon Restaurant,DINNER,28.0
420,2020-12-14,Skylon Restaurant,LUNCH,27.0
421,2020-12-14,South Place Chop House,DINNER,4.0
422,2020-12-14,South Place Chop House,LUNCH,2.0
423,2020-12-14,The Secret Garden,DINNER,2.0
424,2020-12-14,The Secret Garden,LUNCH,2.0
425,2020-12-15,100 Wardour St. Restaurant & Club,DINNER,9.0
426,2020-12-15,100 Wardour St. Restaurant & Club,LUNCH,2.0
427,2020-12-15,100 Wardour Street Bar & Lounge,LUNCH,16.0
428,2020-12-15,14 Hills,DINNER,22.0
429,2020-12-15,14 Hills,LUNCH,37.0
430,2020-12-15,Aster Cafe,LUNCH,8.0
431,2020-12-15,Aster Restaurant,DINNER,2.0
432,2020-12-15,Aster Restaurant,LUNCH,10.0
433,2020-12-15,Avenue,LUNCH,8.0
434,2020-12-15,Bluebird Chelsea Café,LUNCH,6.0
435,2020-12-15,Bluebird Chelsea Restaurant,DINNER,43.0
436,2020-12-15,Bluebird Chelsea Restaurant,LUNCH,25.0
437,2020-12-15,Bluebird White City,DINNER,7.0
438,2020-12-15,Bluebird White City,LUNCH,4.0
439,2020-12-15,Butlers Wharf Chophouse Restaurant,DINNER,6.0
440,2020-12-15,Butlers Wharf Chophouse Restaurant,LUNCH,36.0
441,2020-12-15,Cantina del Ponte,DINNER,47.0
442,2020-12-15,Cantina del Ponte,LUNCH,9.0
443,2020-12-15,Coq d'Argent Grill,DINNER,65.0
444,2020-12-15,Coq d'Argent Grill,LUNCH,60.0
445,2020-12-15,Coq d'Argent Restaurant,DINNER,18.0
446,2020-12-15,Coq d'Argent Restaurant,LUNCH,90.0
447,2020-12-15,Fish Market,DINNER,2.0
448,2020-12-15,Fish Market,LUNCH,2.0
449,2020-12-15,Fiume,DINNER,11.0
450,2020-12-15,Grand Café & Restaurant,DINNER,136.0
451,2020-12-15,Grand Café & Restaurant,LUNCH,109.0
452,2020-12-15,Klosterhaus,DINNER,3.0
453,2020-12-15,Launceston Place,DINNER,11.0
454,2020-12-15,Madison Restaurant,DINNER,91.0
455,2020-12-15,New Street Grill,DINNER,7.0
456,2020-12-15,New Street Grill,LUNCH,24.0
457,2020-12-15,Orrery,DINNER,53.0
458,2020-12-15,Orrery,LUNCH,34.0
459,2020-12-15,Paternoster Chophouse,DINNER,4.0
460,2020-12-15,Paternoster Chophouse,LUNCH,38.0
461,2020-12-15,Plateau Restaurant,DINNER,6.0
462,2020-12-15,Plateau Terrace,DINNER,4.0
463,2020-12-15,Plateau Terrace,LUNCH,4.0
464,2020-12-15,Pont de la Tour Bar & Grill,DINNER,3.0
465,2020-12-15,Pont de la Tour Restaurant,DINNER,61.0
466,2020-12-15,Pont de la Tour Restaurant,LUNCH,55.0
467,2020-12-15,Quaglino's Bar,DINNER,2.0
468,2020-12-15,Quaglino's Bar,LUNCH,2.0
469,2020-12-15,Quaglino's PDR,LUNCH,14.0
470,2020-12-15,Quaglino’s Restaurant,DINNER,34.0
471,2020-12-15,Quaglino’s Restaurant,LUNCH,26.0
472,2020-12-15,Radici,DINNER,2.0
473,2020-12-15,Radici,LUNCH,6.0
474,2020-12-15,Sartoria,DINNER,19.0
475,2020-12-15,Sartoria,LUNCH,13.0
476,2020-12-15,Skylon Restaurant,DINNER,28.0
477,2020-12-15,Skylon Restaurant,LUNCH,23.0
478,2020-12-15,South Place Chop House,DINNER,4.0
479,2020-12-15,South Place Chop House,LUNCH,6.0
480,2020-12-15,The Modern Pantry,DINNER,3.0
481,2020-12-15,The Secret Garden,DINNER,13.0
482,2020-12-16,100 Wardour Lounge Bar,LUNCH,10.0
483,2020-12-16,100 Wardour St. Restaurant & Club,DINNER,6.0
484,2020-12-16,100 Wardour St. Restaurant & Club,LUNCH,15.0
485,2020-12-16,100 Wardour Street Bar & Lounge,DINNER,14.0
486,2020-12-16,14 Hills,DINNER,99.0
